ENTREZ_GENE_ID	HUGO_GENE_SYMBOL
100505506	BANF1P3
100653423	BANF1P4
101290503	BANF1P5
140836	BANF2
55024	BANK1
-90944	BANK1_PS175
54971	BANP
-90874	BANP_PS100
-90875	BANP_PS19
-90876	BANP_PS90
8314	BAP1
-63284	BAP1_PS276
-11279	BAP1_PS289
-11280	BAP1_PS292
-42201	BAP1_PS369
-77230	BAP1_PS395
-20856	BAP1_PS513_S521
-11281	BAP1_PS520
-11282	BAP1_PS521
-75015	BAP1_PS537
-91629	BAP1_PS583
-91630	BAP1_PS585
-36067	BAP1_PS592
-91631	BAP1_PS595
-91632	BAP1_PS597
-50853	BAP1_PS705
-71148	BAP1_PS721_Y724
580	BARD1
-70253	BARD1_PS186
-56642	BARD1_PS329
-40921	BARD1_PS409
-77728	BARD1_PS410
56751	BARHL1
343472	BARHL2
56033	BARX1
101928040	BARX1-DT
8538	BARX2
-24181	BARX2_PS10
8213	BAS
10409	BASP1
285696	BASP1-AS1
646201	BASP1P1
-8284	BASP1_PS164
-86259	BASP1_PS172
-86260	BASP1_PS176
-40573	BASP1_PS194
-40572	BASP1_PS195
-76072	BASP1_PS205
-8283	BASP1_PS40
-63615	BASP1_PT196
-8282	BASP1_PT36
10538	BATF
116071	BATF2
55509	BATF3
-93794	BATF3_PS31
581	BAX
11177	BAZ1A
-76774	BAZ1A_PS1279
-13445	BAZ1A_PS1281
-55142	BAZ1A_PS1320
-65450	BAZ1A_PS1363
-48161	BAZ1A_PS1363_T1367
-20479	BAZ1A_PS1390
-13446	BAZ1A_PS1413
-23456	BAZ1A_PS1413_S1417
-93818	BAZ1A_PS1417
-72377	BAZ1A_PS270
-13443	BAZ1A_PS286
-93819	BAZ1A_PS739
-71381	BAZ1A_PS960
-71382	BAZ1A_PS961
-39241	BAZ1A_PT1367
-13444	BAZ1A_PT731
9031	BAZ1B
-17596	BAZ1B_PS1342
-17597	BAZ1B_PS1468
-94580	BAZ1B_PS160
-94581	BAZ1B_PS161
-42551	BAZ1B_PS189
-26658	BAZ1B_PS312
-17590	BAZ1B_PS345
-17591	BAZ1B_PS347
-17592	BAZ1B_PS349
-17593	BAZ1B_PS361
-48633	BAZ1B_PS423_T430
-94582	BAZ1B_PS705
-23536	BAZ1B_PS705_S708
-51378	BAZ1B_PS705_S716
-94583	BAZ1B_PS708
-94584	BAZ1B_PS716
-17595	BAZ1B_PS947
-94585	BAZ1B_PT710
-17594	BAZ1B_PT945
11176	BAZ2A
-94576	BAZ2A_PS1043
-94577	BAZ2A_PS1044
-38197	BAZ2A_PS1051
-54280	BAZ2A_PS117
-58186	BAZ2A_PS1183
-40908	BAZ2A_PS1207
-65359	BAZ2A_PS134
-13447	BAZ2A_PS135
-94578	BAZ2A_PS1370
-13448	BAZ2A_PS1397
-70367	BAZ2A_PS1542
-13449	BAZ2A_PS1747
-13450	BAZ2A_PS1770
-13451	BAZ2A_PS1778
-13452	BAZ2A_PS1783
-13453	BAZ2A_PS1785
-58650	BAZ2A_PS496
-43953	BAZ2A_PS496_T499_S509
-37921	BAZ2A_PS500
-94579	BAZ2A_PS509
-37170	BAZ2A_PS713
-65204	BAZ2A_PS754
-39934	BAZ2A_PT1050
-51984	BAZ2A_PT1050_S1051
-49312	BAZ2A_PT1180
-49311	BAZ2A_PT1181
-68746	BAZ2A_PT499
-32934	BAZ2A_PT507
-73263	BAZ2A_PT548
-71580	BAZ2A_PY1777
29994	BAZ2B
-73850	BAZ2B_PS1465
-39167	BAZ2B_PS1467
-51620	BAZ2B_PS1541
-71374	BAZ2B_PS1596
-42211	BAZ2B_PS1678
-65933	BAZ2B_PS1680
-26903	BAZ2B_PS2051
-32630	BAZ2B_PS2051_T2053_S2054
-22803	BAZ2B_PS681
-9166	BAZ2B_PT1247
-53993	BAZ2B_PT1283
-21913	BAZ2B_PT1598
-9167	BAZ2B_PT1978
-24682	BAZ2B_PT2014
-9165	BAZ2B_PT542
-31305	BAZ2B_PT544
-30332	BAZ2B_PT544_S556
-56073	BAZ2B_PT544_T549
-31079	BAZ2B_PT549
27113	BBC3
-71225	BBC3_PS10
-52573	BBC3_PS9
92482	BBIP1
105373509	BBIP1P1
80127	BBOF1
8424	BBOX1
103695435	BBOX1-AS1
582	BBS1
79738	BBS10
-91117	BBS10_PS4
166379	BBS12
583	BBS2
585	BBS4
129880	BBS5
55212	BBS7
27241	BBS9
56987	BBX
-22490	BBX_PS159
-75183	BBX_PS243
-23289	BBX_PS295
-70841	BBX_PS40
-22797	BBX_PS457
-37988	BBX_PS479
-76799	BBX_PS481
-5521	BBX_PS704
-5522	BBX_PS844
-52794	BBX_PS885
-45293	BBX_PS886
-50589	BBX_PT568
-5519	BBX_PT578
-91547	BBX_PT849
-74343	BBX_PT887
-5520	BBX_PY703
4059	BCAM
-11973	BCAM_PS596
-46733	BCAM_PS596_S600
-11974	BCAM_PS598
-21462	BCAM_PS598_S600
-11975	BCAM_PS600
-11976	BCAM_PS614
-11971	BCAM_PS80
-11972	BCAM_PS86
63827	BCAN
55973	BCAP29
10134	BCAP31
100194425	BCAP31P1
100194426	BCAP31P2
-55359	BCAP31_PS216
9564	BCAR1
100533717	BCAR1P1
100533718	BCAR1P2
-68221	BCAR1_PS248
-20138	BCAR1_PS401
-86057	BCAR1_PS428
-86058	BCAR1_PS431
-86059	BCAR1_PS438
-6620	BCAR1_PS474
-56595	BCAR1_PS474_S476
-76491	BCAR1_PS483
-76495	BCAR1_PS486
-25843	BCAR1_PS648
-52327	BCAR1_PS680
-6621	BCAR1_PS685
-61251	BCAR1_PS694
-6622	BCAR1_PS740
-86060	BCAR1_PY234
-86061	BCAR1_PY249
-63363	BCAR1_PY280
-41735	BCAR1_PY295
-86062	BCAR1_PY387
-22747	BCAR1_PY408
-64764	BCAR1_PY433
8412	BCAR3
-42767	BCAR3_PS145
-37347	BCAR3_PS164
-20147	BCAR3_PS181
-20148	BCAR3_PS182
-40150	BCAR3_PS209
-8158	BCAR3_PS290
-8159	BCAR3_PS315
-8160	BCAR3_PS317
-8161	BCAR3_PS338
-8162	BCAR3_PS340
-30556	BCAR3_PS363
-33136	BCAR3_PS370
-43528	BCAR3_PS375
-48173	BCAR3_PS395
-48174	BCAR3_PS397
-64085	BCAR3_PS471
-26751	BCAR3_PS63
-37735	BCAR3_PS83
-29336	BCAR3_PT368
-69392	BCAR3_PT368_S375
-27354	BCAR3_PT72
400500	BCAR4
8537	BCAS1
-74188	BCAS1_PS114
-59746	BCAS1_PS296
-59862	BCAS1_PS314
-83056	BCAS1_PS351
-83057	BCAS1_PS370
-83058	BCAS1_PS381
-41810	BCAS1_PS399
-83059	BCAS1_PS442
-52330	BCAS1_PS451
-63827	BCAS1_PS552
-43470	BCAS1_PS63
-64507	BCAS1_PT353
-83060	BCAS1_PT354
-43090	BCAS1_PT369
-83061	BCAS1_PT389
-35036	BCAS1_PT441
-61032	BCAS1_PT480
-61033	BCAS1_PT482
10286	BCAS2
100127960	BCAS2P1
100421045	BCAS2P2
100128339	BCAS2P3
54828	BCAS3
-39752	BCAS3_PS161
-76878	BCAS3_PS456
-55135	BCAS3_PS461
-4402	BCAS3_PS480
-46320	BCAS3_PS486
-93418	BCAS3_PS488
-50696	BCAS3_PS490
-93419	BCAS3_PS492
-4403	BCAS3_PS503
-51514	BCAS3_PS518
-93420	BCAS3_PS570
-64540	BCAS3_PS574
-65745	BCAS3_PS706
-65752	BCAS3_PS709
-29056	BCAS3_PS712
-29053	BCAS3_PS715
-46363	BCAS3_PS801
-46365	BCAS3_PS805
-61415	BCAS3_PS823
-39811	BCAS3_PS838
-76597	BCAS3_PS849
-4405	BCAS3_PS850
-4406	BCAS3_PS869
-4407	BCAS3_PS871
-70030	BCAS3_PS877
-48398	BCAS3_PS886
-26801	BCAS3_PS893
-29430	BCAS3_PS893_S894
-26802	BCAS3_PS896
-26798	BCAS3_PS898
-23936	BCAS3_PT160
-56777	BCAS3_PT825
-93421	BCAS3_PT889
-4404	BCAS3_PY504
-39129	BCAS3_PY707
55653	BCAS4
586	BCAT1
587	BCAT2
100307118	BCC1
100307119	BCC2
100307120	BCC3
100307121	BCC4
100307122	BCC5
100307123	BCC6
56647	BCCIP
-58614	BCCIP_PS112
-27480	BCCIP_PS112_S115
-25879	BCCIP_PS115
-94223	BCCIP_PS42
144233	BCDIN3D
100286844	BCDIN3D-AS1
590	BCHE
593	BCKDHA
-2494	BCKDHA_PS337
-42394	BCKDHA_PS337_S342
-41118	BCKDHA_PS337_S343
-41125	BCKDHA_PS337_S347
-56331	BCKDHA_PS337_T338
-84217	BCKDHA_PS339
-22436	BCKDHA_PS343
-2496	BCKDHA_PS347
-41261	BCKDHA_PS46
-34447	BCKDHA_PS47
-2495	BCKDHA_PT338
-37583	BCKDHA_PY345
-84218	BCKDHA_PY353
594	BCKDHB
10295	BCKDK
-66112	BCKDK_PS31
-71133	BCKDK_PS31_S33
-43288	BCKDK_PS31_T35
-66714	BCKDK_PS33
-33088	BCKDK_PT32
-27088	BCKDK_PT335
-33087	BCKDK_PT35
8915	BCL10
-68118	BCL10_PS134
-33777	BCL10_PS136
-33779	BCL10_PS138
-83628	BCL10_PS141
-43293	BCL10_PT130
-32524	BCL10_PT52
-65619	BCL10_PY71
53335	BCL11A
-15714	BCL11A_PS201
-55048	BCL11A_PS201_T208
-15715	BCL11A_PS205
-20746	BCL11A_PS205_T208
-15717	BCL11A_PS327
-15718	BCL11A_PS328
-15719	BCL11A_PS332
-71356	BCL11A_PS432
-93248	BCL11A_PS446
-93249	BCL11A_PS447
-39576	BCL11A_PS589
-15720	BCL11A_PS594
-15721	BCL11A_PS608
-71800	BCL11A_PS608_S612
-93250	BCL11A_PS612
-40360	BCL11A_PS625
-23801	BCL11A_PS625_S628
-66844	BCL11A_PS625_S630
-40358	BCL11A_PS627
-65691	BCL11A_PS628
-93251	BCL11A_PS630
-36423	BCL11A_PS700
-29532	BCL11A_PS718
-15713	BCL11A_PS74
-27170	BCL11A_PS86
-76683	BCL11A_PS86_S88
-15716	BCL11A_PT208
-53300	BCL11A_PT701
-21694	BCL11A_PY198_T208
64919	BCL11B
-93165	BCL11B_PS129
-75710	BCL11B_PS257
-50824	BCL11B_PS276
-93166	BCL11B_PS277
-44113	BCL11B_PS374
-93167	BCL11B_PS375
-45053	BCL11B_PS380
-93168	BCL11B_PS381
-66702	BCL11B_PS397
-45995	BCL11B_PS495_S496
-93169	BCL11B_PS496
-93170	BCL11B_PS497
-93171	BCL11B_PS678
-66324	BCL11B_PS752
-30041	BCL11B_PS96
-93172	BCL11B_PS97
-23019	BCL11B_PT259
-93173	BCL11B_PT260
-50432	BCL11B_PT312
-35376	BCL11B_PT375
-35969	BCL11B_PT375_S380
-93174	BCL11B_PT376
-93175	BCL11B_PT406
-66096	BCL11B_PT416
-93176	BCL11B_PT417
-75487	BCL11B_PT753
-93177	BCL11B_PT754
596	BCL2
597	BCL2A1
598	BCL2L1
10017	BCL2L10
10018	BCL2L11
-7499	BCL2L11_PS104
-24443	BCL2L11_PS118
-7497	BCL2L11_PS77
-52703	BCL2L11_PS86
-52704	BCL2L11_PS87
-31174	BCL2L11_PS93
-7498	BCL2L11_PS94
-23172	BCL2L11_PY96
83596	BCL2L12
100289095	BCL2L12P1
-58352	BCL2L12_PS121
-75547	BCL2L12_PS192
-62014	BCL2L12_PS195
-18200	BCL2L12_PS242
-51260	BCL2L12_PS273
-23095	BCL2L12_PT117
23786	BCL2L13
-92981	BCL2L13_PS275
-62467	BCL2L13_PS288
-60155	BCL2L13_PS288_S291
-20736	BCL2L13_PS291
-58190	BCL2L13_PS302
-21155	BCL2L13_PS302_S303_S305
-46730	BCL2L13_PS302_S305
-58191	BCL2L13_PS303
-58189	BCL2L13_PS305
-8258	BCL2L13_PS327
-8259	BCL2L13_PS329
-32735	BCL2L13_PS370
-66839	BCL2L13_PS371
-71069	BCL2L13_PS375
-33019	BCL2L13_PS420
-27817	BCL2L13_PS420_S426
-33015	BCL2L13_PS426
-46009	BCL2L13_PS441
-8260	BCL2L13_PS444
-8261	BCL2L13_PS465
-8262	BCL2L13_PS468
79370	BCL2L14
-20232	BCL2L14_PS127
-47414	BCL2L14_PS135
-37641	BCL2L14_PT50
-73799	BCL2L14_PT68
440603	BCL2L15
599	BCL2L2
100529063	BCL2L2-PABPN1
-66423	BCL2_PS87
-21775	BCL2_PT56
602	BCL3
-11628	BCL3_PS367
-11629	BCL3_PS374
-72302	BCL3_PS374_S378_T381
-84562	BCL3_PS382
-46662	BCL3_PS41
-23615	BCL3_PS448
-51017	BCL3_PT363
-63213	BCL3_PT363_S374
603	BCL5
604	BCL6
106146153	BCL6-AS1
255877	BCL6B
-71962	BCL6B_PS160
-28499	BCL6B_PS258
-44265	BCL6B_PT260
-63849	BCL6_PS330
-35968	BCL6_PS330_S333
-63847	BCL6_PS333
-27128	BCL6_PS343
-48747	BCL6_PS359
-34777	BCL6_PS359_S366
-43063	BCL6_PS361_S366
-61809	BCL6_PS404
-46697	BCL6_PS427
-5087	BCL6_PS460
-74881	BCL6_PS461
-74880	BCL6_PS462
-5088	BCL6_PS466
605	BCL7A
-59501	BCL7A_PS113_S114
-88492	BCL7A_PS114
-44505	BCL7A_PS149
-66957	BCL7A_PS154
-49832	BCL7A_PS154_S156
-49834	BCL7A_PS154_S157
-75211	BCL7A_PS154_S161
-51095	BCL7A_PS173
-35591	BCL7A_PS176
9275	BCL7B
-75002	BCL7B_PS114
-92687	BCL7B_PS122
-59798	BCL7B_PS134
-51309	BCL7B_PS180
9274	BCL7C
-91379	BCL7C_PS100
-67251	BCL7C_PS114
-20280	BCL7C_PS114_S122
-64137	BCL7C_PS114_S122_S126
-20277	BCL7C_PS114_S126
-61780	BCL7C_PS114_T118
-67675	BCL7C_PS114_T118_S122
-67678	BCL7C_PS114_T118_S126
-30580	BCL7C_PS122
-30863	BCL7C_PS122_S126
-30583	BCL7C_PS126
-21402	BCL7C_PS156
-91380	BCL7C_PS97
-58745	BCL7C_PS97_S100
-38429	BCL7C_PT111
-77024	BCL7C_PT111_S122
-56426	BCL7C_PT111_S126
-31804	BCL7C_PT111_T118_S122
-31801	BCL7C_PT111_T118_S126
-38426	BCL7C_PT118
-65503	BCL7C_PT118_S122
-67036	BCL7C_PT118_S122_S126
-65502	BCL7C_PT118_S126
-39284	BCL7C_PT157
607	BCL9
283149	BCL9L
-41645	BCL9L_PS1004
-27591	BCL9L_PS1004_S1010
-27329	BCL9L_PS1010
-63466	BCL9L_PS1017
-18845	BCL9L_PS116
-26042	BCL9L_PS116_S118
-34732	BCL9L_PS118
-90149	BCL9L_PS121
-59452	BCL9L_PS1422
-33886	BCL9L_PS1454
-22080	BCL9L_PS1480
-18844	BCL9L_PS21
-39302	BCL9L_PS21_S25
-26514	BCL9L_PS25
-61580	BCL9L_PS410
-39965	BCL9L_PS424
-18846	BCL9L_PS750
-18847	BCL9L_PS813
-60329	BCL9L_PS88
-18848	BCL9L_PS915
-31530	BCL9L_PS915_S926
-29213	BCL9L_PS926
-18849	BCL9L_PS934
-24058	BCL9L_PS934_S942
-50494	BCL9L_PS934_T936
-50826	BCL9L_PS938
-18851	BCL9L_PS942
-58686	BCL9L_PS947
-37827	BCL9L_PS954
-46875	BCL9L_PS954_S959
-33776	BCL9L_PS954_T957
-71842	BCL9L_PS959
-90150	BCL9L_PS966
-39358	BCL9L_PS975
-70600	BCL9L_PS984_S991
-90151	BCL9L_PS987
-76991	BCL9L_PS987_S991
-90152	BCL9L_PS991
-67983	BCL9L_PS997
-32957	BCL9L_PS997_S1004
-42582	BCL9L_PS997_S1010
-90153	BCL9L_PS999
-20381	BCL9L_PS999_S1010
-44158	BCL9L_PT1013
-73435	BCL9L_PT129
-70682	BCL9L_PT918
-18850	BCL9L_PT936
-18852	BCL9L_PT946
-30467	BCL9L_PT957
100419324	BCL9P1
-73307	BCL9_PS10
-11063	BCL9_PS102
-77560	BCL9_PS102_S104
-50551	BCL9_PS102_S104_T115
-44733	BCL9_PS102_T115
-42127	BCL9_PS1034
-42128	BCL9_PS1035
-42131	BCL9_PS1039
-44711	BCL9_PS1039_S1044
-44705	BCL9_PS1039_S1049
-11064	BCL9_PS104
-35662	BCL9_PS1044
-47438	BCL9_PS104_S107
-41179	BCL9_PS104_T115
-41792	BCL9_PS107
-53363	BCL9_PS11
-20747	BCL9_PS11_S18
-80844	BCL9_PS120
-71993	BCL9_PS142
-25321	BCL9_PS181
-51195	BCL9_PS278
-27206	BCL9_PS288
-36134	BCL9_PS291
-36137	BCL9_PS294
-36138	BCL9_PS295
-30129	BCL9_PS35
-31121	BCL9_PS362
-31937	BCL9_PS441
-44731	BCL9_PS62
-11068	BCL9_PS687
-37609	BCL9_PS689
-28598	BCL9_PS857
-50511	BCL9_PS865
-56613	BCL9_PS865_S878
-11069	BCL9_PS878
-65588	BCL9_PS885
-43954	BCL9_PS890
-23035	BCL9_PS907
-75269	BCL9_PS907_S913
-19715	BCL9_PS907_S917
-11070	BCL9_PS913
-11071	BCL9_PS917
-11065	BCL9_PT115
-11066	BCL9_PT139
-11067	BCL9_PT144
-80845	BCL9_PT155
-58222	BCL9_PT182
-80846	BCL9_PT257
-23528	BCL9_PT257_S278
-37677	BCL9_PT296
-32586	BCL9_PT315
-69008	BCL9_PT315_S318
-32368	BCL9_PT315_S321
-28729	BCL9_PT888
9774	BCLAF1
728366	BCLAF1P1
731605	BCLAF1P2
-93992	BCLAF1_PS122
-93993	BCLAF1_PS125
-93994	BCLAF1_PS161
-13812	BCLAF1_PS177
-93995	BCLAF1_PS181
-47106	BCLAF1_PS183
-13813	BCLAF1_PS196
-65734	BCLAF1_PS196_S198
-13814	BCLAF1_PS198
-13815	BCLAF1_PS217
-13816	BCLAF1_PS222
-68747	BCLAF1_PS225
-29298	BCLAF1_PS225_S228
-50906	BCLAF1_PS225_S230
-67229	BCLAF1_PS228_S230
-32573	BCLAF1_PS228_S230_T234
-62259	BCLAF1_PS259
-77029	BCLAF1_PS259_S262_S264
-35607	BCLAF1_PS259_S264
-60771	BCLAF1_PS259_S264_S268
-35605	BCLAF1_PS259_S268
-13817	BCLAF1_PS262
-42384	BCLAF1_PS262_S264
-42386	BCLAF1_PS262_S268
-13818	BCLAF1_PS264
-47328	BCLAF1_PS264_S268
-13819	BCLAF1_PS268
-61238	BCLAF1_PS274_S287
-93996	BCLAF1_PS276
-29911	BCLAF1_PS281_S287
-55698	BCLAF1_PS282
-67843	BCLAF1_PS282_S287
-13823	BCLAF1_PS285
-13824	BCLAF1_PS285_S287
-13825	BCLAF1_PS285_S290
-13826	BCLAF1_PS287
-13827	BCLAF1_PS287_S290
-13828	BCLAF1_PS290
-32053	BCLAF1_PS290_S297
-52788	BCLAF1_PS290_S300
-93997	BCLAF1_PS297
-93998	BCLAF1_PS300
-34949	BCLAF1_PS315
-13829	BCLAF1_PS319
-13830	BCLAF1_PS320
-19783	BCLAF1_PS339
-43476	BCLAF1_PS345
-60689	BCLAF1_PS352
-33895	BCLAF1_PS352_S358
-55474	BCLAF1_PS352_T353
-65105	BCLAF1_PS358
-40352	BCLAF1_PS367
-13831	BCLAF1_PS385
-59389	BCLAF1_PS385_S389
-26741	BCLAF1_PS389
-37048	BCLAF1_PS391
-13832	BCLAF1_PS397
-13833	BCLAF1_PS397_T402
-58998	BCLAF1_PS397_T402_T405
-69443	BCLAF1_PS400
-69441	BCLAF1_PS405
-13834	BCLAF1_PS414
-13835	BCLAF1_PS422
-32770	BCLAF1_PS431
-19620	BCLAF1_PS450
-32347	BCLAF1_PS46_S48
-62929	BCLAF1_PS475
-71469	BCLAF1_PS485
-22835	BCLAF1_PS485_S487
-13837	BCLAF1_PS496
-93999	BCLAF1_PS502
-13839	BCLAF1_PS512
-50689	BCLAF1_PS517
-13840	BCLAF1_PS525
-55196	BCLAF1_PS525_S531
-77215	BCLAF1_PS525_T526
-13842	BCLAF1_PS531
-57114	BCLAF1_PS540
-72296	BCLAF1_PS564
-35615	BCLAF1_PS573
-76288	BCLAF1_PS578
-31145	BCLAF1_PS584
-31147	BCLAF1_PS586
-67445	BCLAF1_PS604
-13843	BCLAF1_PS648
-13844	BCLAF1_PS658
-57704	BCLAF1_PS658_S660
-94000	BCLAF1_PS660
-13845	BCLAF1_PS690
-43757	BCLAF1_PS710_S711
-94001	BCLAF1_PS752
-94002	BCLAF1_PS753
-94003	BCLAF1_PS755
-70791	BCLAF1_PS757
-49886	BCLAF1_PS759
-94004	BCLAF1_PS760
-94005	BCLAF1_PS762
-94006	BCLAF1_PS763
-20403	BCLAF1_PS834_S835
-94007	BCLAF1_PS883
-94008	BCLAF1_PS884
-94009	BCLAF1_PT190
-94010	BCLAF1_PT257
-46562	BCLAF1_PT257_S259_S268
-30978	BCLAF1_PT257_S264
-50817	BCLAF1_PT257_S264_S268
-30975	BCLAF1_PT257_S268
-46290	BCLAF1_PT341
-50828	BCLAF1_PT353
-35271	BCLAF1_PT355
-42988	BCLAF1_PT401
-44597	BCLAF1_PT402
-13836	BCLAF1_PT431
-66637	BCLAF1_PT494
-13841	BCLAF1_PT526
-76938	BCLAF1_PT574
-94011	BCLAF1_PT661
-28392	BCLAF1_PT667
-94012	BCLAF1_PT840
-32045	BCLAF1_PY219
-13820	BCLAF1_PY284
-13821	BCLAF1_PY284_S287
-67293	BCLAF1_PY284_S287_S290
-13822	BCLAF1_PY284_S290
-33975	BCLAF1_PY383
-51963	BCLAF1_PY383_S389
-13838	BCLAF1_PY511
-50473	BCLAF1_PY511_S512
-21684	BCLAF1_PY666
-22833	BCLAF1_PY71
256643	BCLAF3
-78179	BCLAF3_PS100
-78753	BCLAF3_PS139
-77861	BCLAF3_PS15
-78040	BCLAF3_PS15_S17
-78092	BCLAF3_PS162
-77859	BCLAF3_PS17
-78560	BCLAF3_PS192
-78663	BCLAF3_PS31
-77741	BCLAF3_PS393
-78409	BCLAF3_PS402
-78669	BCLAF3_PS73_S80
-78874	BCLAF3_PS73_Y74
-77813	BCLAF3_PS78
-78454	BCLAF3_PS78_S80
-78782	BCLAF3_PS80
-77957	BCLAF3_PY70_S78
-78484	BCLAF3_PY71_S78
-78456	BCLAF3_PY71_S80
-79009	BCLAF3_PY74
-77838	BCLAF3_PY74_S78
-78490	BCLAF3_PY74_S80
-78770	BCLAF3_PY99
53630	BCO1
83875	BCO2
54880	BCOR
63035	BCORL1
-41427	BCORL1_PS1029
-71335	BCORL1_PS1033
-63068	BCORL1_PS1034
-88580	BCORL1_PS1469
-88581	BCORL1_PS1476
-28398	BCORL1_PS155
-65115	BCORL1_PS34
-69261	BCORL1_PS496
-31399	BCORL1_PS613
-23431	BCORL1_PS628
-60668	BCORL1_PS88
-37861	BCORL1_PT1035
-19883	BCORL1_PT1314
-68884	BCORL1_PT597
286554	BCORP1
-42731	BCOR_PS1064
-4798	BCOR_PS1127
-50849	BCOR_PS1166
-4796	BCOR_PS336
-62834	BCOR_PS422
-62833	BCOR_PS423
-45693	BCOR_PS488
-89628	BCOR_PS569
-89629	BCOR_PS571
-4799	BCOR_PT1129
-70895	BCOR_PT486
-4797	BCOR_PT604
8142	BCPR
613	BCR
644079	BCRP1
400892	BCRP2
644165	BCRP3
616	BCRP4
648980	BCRP5
728468	BCRP6
100133163	BCRP7
100133044	BCRP8
107126287	BCRP9
-11079	BCR_PS1039_S1045
-70076	BCR_PS122
-27055	BCR_PS202
-11073	BCR_PS215
-29709	BCR_PS221
-11074	BCR_PS235
-11075	BCR_PS236
-66399	BCR_PS238
-11076	BCR_PS354
-11077	BCR_PS356
-74210	BCR_PS367_S369
-37530	BCR_PS367_S374
-69934	BCR_PS367_S377
-19912	BCR_PS369_S371
-71255	BCR_PS377
-84145	BCR_PS382
-37467	BCR_PS429
-11078	BCR_PS459
-43908	BCR_PS473
-27989	BCR_PS653
-40525	BCR_PS687
-27764	BCR_PS698
-11072	BCR_PS69_Y70
-35910	BCR_PS873
-11080	BCR_PT1049
-49879	BCR_PT432
-48407	BCR_PT654
-50057	BCR_PT693
-43592	BCR_PT875
-25464	BCR_PY177
-20042	BCR_PY598
617	BCS1L
618	BCYRN1
619	BCYRN1P1
620	BCYRN1P2
654337	BCYRN1P3
246260	BDA1B
85504	BDET
622	BDH1
56898	BDH2
389416	BDH2P1
-26701	BDH2_PS184
-45235	BDH2_PT182
623	BDKRB1
624	BDKRB2
100913186	BDLN1
627	BDNF
497258	BDNF-AS
55814	BDP1
724038	BDP1P
-70494	BDP1_PS100
-20603	BDP1_PS1524
-35682	BDP1_PS1781
-66827	BDP1_PS99
-22402	BDP1_PT2432
146227	BEAN1
101927726	BEAN1-AS1
8678	BECN1
100420149	BECN1P2
-31008	BECN1_PS90
-42668	BECN1_PT57
-61911	BECN1_PT62
-53048	BECN1_PT91
441925	BECN2
100653365	BED
57596	BEGAIN
-6016	BEGAIN_PS246
-6017	BEGAIN_PS465
-31395	BEGAIN_PS563
139105	BEND2
57673	BEND3
644459	BEND3P1
392368	BEND3P2
650623	BEND3P3
-66890	BEND3_PS162
-66889	BEND3_PS164
-53880	BEND3_PS181
-49087	BEND3_PS33
-45243	BEND3_PS489
-42573	BEND3_PS68
-88831	BEND3_PS710
-88832	BEND3_PS92
-88833	BEND3_PS93
-39424	BEND3_PT182
-39422	BEND3_PT186
389206	BEND4
79656	BEND5
-89860	BEND5_PS361
221336	BEND6
222389	BEND7
100419793	BEND7P1
7439	BEST1
54831	BEST2
144453	BEST3
266675	BEST4
-91059	BEST4_PS397
10282	BET1
51272	BET1L
-4376	BET1L_PS37
-43901	BET1L_PS62
-22245	BET1L_PS75
-4375	BET1L_PS9
100128542	BET1P1
-57969	BET1_PS48
-24322	BET1_PS50
-61008	BET1_PS69
628	BEVI
55859	BEX1
84707	BEX2
27018	BEX3
56271	BEX4
340542	BEX5
51283	BFAR
474296	BFD1
474297	BFD2
474298	BFD3
474299	BFD4
474300	BFD5
81865	BFIC2
8181	BFIS1
100271922	BFIS4
631	BFSP1
8419	BFSP2
85003	BFSP2-AS1
632	BGLAP
103344929	BGLT3
633	BGN
-37303	BGN_PS294
50947	BHD
168620	BHLHA15
-89906	BHLHA15_PS72
727857	BHLHA9
80823	BHLHB9
100431177	BHLHB9P1
27319	BHLHE22
128408	BHLHE23
8553	BHLHE40
100507582	BHLHE40-AS1
-32060	BHLHE40_PS192
-77092	BHLHE40_PS383
-69430	BHLHE40_PS6
-76730	BHLHE40_PT270
79365	BHLHE41
-23938	BHLHE41_PS122
-17328	BHLHE41_PS274
-17327	BHLHE41_PT236
388553	BHMG1
635	BHMT
23743	BHMT2
80114	BICC1
-23631	BICC1_PS26
-4101	BICC1_PS576
-61380	BICC1_PS606
-93396	BICC1_PS612
-4103	BICC1_PS633
-33064	BICC1_PS633_S635
-33063	BICC1_PS633_S637
-24681	BICC1_PS635
-67063	BICC1_PS635_S637
-24679	BICC1_PS637
-4104	BICC1_PS679
-62904	BICC1_PS679_S684
-59295	BICC1_PS684
-36182	BICC1_PS721
-61875	BICC1_PS722
-4105	BICC1_PS766
-93397	BICC1_PS801
-4106	BICC1_PS803
-4107	BICC1_PS833
-4108	BICC1_PS836
-75181	BICC1_PS949
-38442	BICC1_PS956
-4102	BICC1_PT611
-62142	BICC1_PT686
-27042	BICC1_PY723
636	BICD1
391472	BICD1P1
-77401	BICD1_PS546
-2709	BICD1_PS569
-25519	BICD1_PS570
-2710	BICD1_PS609
-2711	BICD1_PS610
23299	BICD2
-68563	BICD2_PS329
-31923	BICD2_PS331
-49799	BICD2_PS418
-44043	BICD2_PS568
-2770	BICD2_PS582
-91172	BICD2_PS608
-77544	BICD2_PS615
-24302	BICD2_PS658
-65749	BICD2_PT567_S574
-26631	BICD2_PT567_T573
-39853	BICD2_PT573
