ENTREZ_GENE_ID	HUGO_GENE_SYMBOL	GENETIC_ENTITY_ID	TYPE	CYTOBAND	LENGTH
8871	SYNJ2	56090	protein-coding	6q25.3	9985
8872	CDC123	4285	protein-coding	10p13	2404
8874	ARHGEF7	1548	protein-coding	13q34	11336
8875	VNN2	60035	protein-coding	6q23-q24	2633
8876	VNN1	60034	protein-coding	6q23-q24	3106
8877	SPHK1	55374	protein-coding	17q25.2	4416
8878	SQSTM1	55479	protein-coding	5q35	7664
8879	SGPL1	53534	protein-coding	10q21	6257
8880	FUBP1	10065	protein-coding	1p31.1	5666
8881	CDC16	4290	protein-coding	13q34	3901
8882	ZPR1	61541	protein-coding	11q23.3	3148
8883	NAE1	41033	protein-coding	16q22	4810
8884	SLC5A6	54139	protein-coding	2p23	5606
8886	DDX18	6546	protein-coding	2q14.1	7851
8887	TAX1BP1	56292	protein-coding	7p15	5416
8888	MCM3AP	35616	protein-coding	21q22.3	9353
8890	EIF2B4	7939	protein-coding	2p23.3	5341
8891	EIF2B3	7938	protein-coding	1p34.1	3043
8892	EIF2B2	7937	protein-coding	14q24.3	2669
8893	EIF2B5	7940	protein-coding	3q27.1	5975
8894	EIF2S2	7945	protein-coding	20q11.2	2656
8895	CPNE3	5644	protein-coding	8q21.3	6792
8896	BUD31	2855	protein-coding	7q22.1	2381
8897	MTMR3	40554	protein-coding	22q12.2	9903
8898	MTMR2	40553	protein-coding	11q22	6119
8899	PRPF4B	45524	protein-coding	6p25.2	8016
8900	CCNA1	4080	protein-coding	13q12.3-q13	2302
8904	CPNE1	5642	protein-coding	20q11.22	3608
8905	AP1S2	1290	protein-coding	Xp22.2	5362
8906	AP1G2	1286	protein-coding	14q11.2	6897
8907	AP1M1	1287	protein-coding	19p13.12	3813
8908	GYG2	11355	protein-coding	Xp22.3	3646
8909	ENDOU	8170	protein-coding	12q13.1	2679
8910	SGCE	53515	protein-coding	7q21.3	2547
8911	CACNA1I	3577	protein-coding	22q13.1	10849
8912	CACNA1H	3576	protein-coding	16p13.3	8484
8913	CACNA1G	3574	protein-coding	17q22	9709
8914	TIMELESS	56810	protein-coding	12q13.3	5072
8915	BCL10	2306	protein-coding	1p22	2819
8916	HERC3	11653	protein-coding	4q21	8634
8917	HERC2P1	11642	pseudo	15q13	NULL
8918	HERC2P6	11649	pseudo	15q11.2	NULL
8924	HERC2	11641	protein-coding	15q13	20027
8925	HERC1	11640	protein-coding	15q22	17053
8926	SNURF	55039	protein-coding	15q12	5040
8927	BSN	2762	protein-coding	3p21.31	16225
8928	FOXH1	9762	protein-coding	8q24.3	2503
8929	PHOX2B	44282	protein-coding	4p12	3090
8930	MBD4	35556	protein-coding	3q21.3	3212
8932	MBD2	35549	protein-coding	18q21	4702
8933	FAM127A	8719	protein-coding	Xq26	1244
8934	RAB29	46159	protein-coding	1q32	3882
8935	SKAP2	53726	protein-coding	7p15.2	5520
8936	WASF1	60156	protein-coding	6q21	3260
8938	BAIAP3	2226	protein-coding	16p13.3	6143
8939	FUBP3	10066	protein-coding	9q34.11	5507
8940	TOP3B	57434	protein-coding	22q11.22	6641
8941	CDK5R2	4417	protein-coding	2q35	2500
8942	KYNU	14840	protein-coding	2q22.2	3070
8943	AP3D1	1300	protein-coding	19p13.3	8618
8944	SNORD73A	54918	snoRNA	4q31.3	65
8945	BTRC	2844	protein-coding	10q24.32	6583
8968	HIST1H3F	11808	protein-coding	6p22.2	466
8969	HIST1H2AG	11772	protein-coding	6p22.1	2239
8970	HIST1H2BJ	11794	protein-coding	6p22.1	718
8971	H1FX	11380	protein-coding	3q21.3	1506
8972	MGAM	35885	protein-coding	7q34	10767
8973	CHRNA6	4907	protein-coding	8p11.21	2596
8974	P4HA2	43465	protein-coding	5q31	8134
8975	USP13	59642	protein-coding	3q26.2-q26.3	8440
8976	WASL	60172	protein-coding	7q31.3	4435
8985	PLOD3	44720	protein-coding	7q22	5671
8986	RPS6KA4	52528	protein-coding	11q11-q13	3807
8987	STBD1	55770	protein-coding	4q21.1	NULL
8988	HSPB3	12591	protein-coding	5q11.2	763
8989	TRPA1	58569	protein-coding	8q13	6377
8991	SELENBP1	53253	protein-coding	1q21.3	3505
8992	ATP6V0E1	2020	protein-coding	5q35.1	1623
8993	PGLYRP1	44164	protein-coding	19q13.32	720
8994	LIMD1	15181	protein-coding	3p21.3	12673
8995	TNFSF18	57345	protein-coding	1q23	2008
8996	NOL3	41749	protein-coding	16q22.1	2997
8997	KALRN	13928	protein-coding	3q21.2	19354
8999	CDKL2	4429	protein-coding	4q21.1	3781
9001	HAP1	11443	protein-coding	17q21.2-q21.3	6223
9002	F2RL3	8616	protein-coding	19p12	3473
9013	TAF1C	56178	protein-coding	16q24	5565
9014	TAF1B	56177	protein-coding	2p25	3817
9015	TAF1A	56175	protein-coding	1q42	2895
9016	SLC25A14	53869	protein-coding	Xq24	3202
9019	MPZL1	40057	protein-coding	1q24.2	7069
9020	MAP3K14	35400	protein-coding	17q21	5132
9021	SOCS3	55121	protein-coding	17q25.3	2729
9022	CLIC3	5121	protein-coding	9q34.3	1177
9023	CH25H	4765	protein-coding	10q23	1378
9024	BRSK2	2749	protein-coding	11p15.5	6903
9025	RNF8	48591	protein-coding	6p21.3	6575
9026	HIP1R	11750	protein-coding	12q24	7102
9027	NAT8	41113	protein-coding	2p13.2	947
9028	RHBDL1	46815	protein-coding	16p13.3	1884
9030	ERDA1	8333	other	17q21.3	NULL
9031	BAZ1B	2256	protein-coding	7q11.23	7053
9032	TM4SF5	56905	protein-coding	17p13.3	930
9033	PKD2L1	44550	protein-coding	10q24	3073
9034	CCRL2	4143	protein-coding	3p21	2361
9037	SEMA5A	53277	protein-coding	5p15.2	12097
9038	TAAR5	56140	protein-coding	6q23	1147
9039	UBA3	59249	protein-coding	3p14.1	4001
9040	UBE2M	59326	protein-coding	19q13.43	1831
9043	SPAG9	55225	protein-coding	17q21.33	11948
9044	BTAF1	2778	protein-coding	10q22-q23	7673
9045	RPL14	50732	protein-coding	3p22-p21.2	2409
9046	DOK2	7252	protein-coding	8p21.3	2211
9047	SH2D2A	53548	protein-coding	1q21	2512
9048	ARTN	1699	protein-coding	1p34.1	2658
9049	AIP	777	protein-coding	11q13.3	1640
9050	PSTPIP2	45816	protein-coding	18q12|tdb7990	4120
9051	PSTPIP1	45815	protein-coding	15q24.3	4468
9052	GPRC5A	11043	protein-coding	12p13.1	8440
9053	MAP7	35421	protein-coding	6q23.3	4353
9054	NFS1	41513	protein-coding	20q11.22	6607
9055	PRC1	45299	protein-coding	15q26.1	5523
9056	SLC7A7	54182	protein-coding	14q11.2	5131
9057	SLC7A6	54180	protein-coding	16q22.1	7570
9058	SLC13A2	53772	protein-coding	17p13.2	3226
9060	PAPSS2	43602	protein-coding	10q24	4116
9061	PAPSS1	43601	protein-coding	4q24	3478
9063	PIAS2	44303	protein-coding	18q21.1	9236
9064	MAP3K6	35408	protein-coding	1p36.11	4951
9066	SYT7	56123	protein-coding	11q12.2	5953
9068	ANGPTL1	1074	protein-coding	1q25.2	3403
9069	CLDN12	5061	protein-coding	7q21	6765
9070	ASH2L	1752	protein-coding	8p11.2	5795
9071	CLDN10	5058	protein-coding	13q31-q34	3380
9073	CLDN8	5080	protein-coding	21q22.11	2068
9074	CLDN6	5078	protein-coding	16p13.3	1739
9075	CLDN2	5068	protein-coding	Xq22.3-q23	3410
9076	CLDN1	5057	protein-coding	3q28-q29	3663
9077	DIRAS3	6950	protein-coding	1p31	1973
9079	LDB2	15014	protein-coding	4p16	5586
9080	CLDN9	5081	protein-coding	16p13.3	2050
9081	PRY	45651	protein-coding	Yq11.223	1353
9082	XKRY	60430	protein-coding	Yq11.222	NULL
9083	BPY2	2685	protein-coding	Yq11	1525
9084	VCY	59834	protein-coding	Yq11.221	550
9085	CDY1	4489	protein-coding	Yq11.23	2668
9086	EIF1AY	7917	protein-coding	Yq11.223	4074
9087	TMSB4Y	57290	protein-coding	Yq11.221	1669
9088	PKMYT1	44570	protein-coding	16p13.3	5034
9091	PIGQ	44340	protein-coding	16p13.3	6869
9092	SART1	52947	protein-coding	11q13.1	4323
9093	DNAJA3	7103	protein-coding	16p13.3	7071
9094	UNC119	59525	protein-coding	17q11.2	5128
9095	TBX19	56380	protein-coding	1q24.2	3647
9096	TBX18	56378	protein-coding	6q14-q15	4408
9097	USP14	59643	protein-coding	18p11.32	5980
9098	USP6	59726	protein-coding	17p13	11270
9099	USP2	59679	protein-coding	11q23.3	4538
9100	USP10	59632	protein-coding	16q24.1	5083
9101	USP8	59729	protein-coding	15q21.2	7303
9103	FCGR2C	9312	protein-coding	1q23.3	3178
9104	RGN	46772	protein-coding	Xp11.3	2789
9107	MTMR6	40556	protein-coding	13q12	6192
9108	MTMR7	40557	protein-coding	8p22	5692
9110	MTMR4	40555	protein-coding	17q22	7467
9111	NMI	41681	protein-coding	2q23	3480
9112	MTA1	40470	protein-coding	14q32.3	6964
9113	LATS1	14944	protein-coding	6q25.1	8643
9114	ATP6V0D1	2018	protein-coding	16q22.1	8212
9117	SEC22C	53225	protein-coding	3p22.1	8159
9118	INA	13587	protein-coding	10q24.33	3231
9119	KRT75	14639	protein-coding	12q13	2324
9120	SLC16A6	53798	protein-coding	17q24.2	4056
9121	SLC16A5	53797	protein-coding	17q25.1	3089
9122	SLC16A4	53796	protein-coding	1p13.3	3167
9123	SLC16A3	53795	protein-coding	17q25	8995
9124	PDLIM1	43969	protein-coding	10q23.1	2239
9125	RQCD1	52672	protein-coding	2q35	5292
9126	SMC3	54335	protein-coding	10q25	4275
9127	P2RX6	43444	protein-coding	22q11.21	4730
9128	PRPF4	45521	protein-coding	9q31-q33	3613
9129	PRPF3	45514	protein-coding	1q21.1	5373
9130	FAM50A	8997	protein-coding	Xq28	2567
9131	AIFM1	763	protein-coding	Xq26.1	3306
9132	KCNQ4	14087	protein-coding	1p34	4183
9133	CCNB2	4087	protein-coding	15q22.2	1825
9134	CCNE2	4102	protein-coding	8q22.1	4399
9135	RABEP1	46218	protein-coding	17p13.2	6555
9136	RRP9	52706	protein-coding	3p21.2	1578
9138	ARHGEF1	1519	protein-coding	19q13.13	8630
9139	CBFA2T2	3807	protein-coding	20q11	9457
9140	ATG12	1854	protein-coding	5q21-q22	8892
9141	PDCD5	43892	protein-coding	19q13.11	4561
9142	TMEM257	57143	protein-coding	Xq27.3	2441
9143	SYNGR3	56087	protein-coding	16p13	3420
9144	SYNGR2	56084	protein-coding	17q25.3	4074
9145	SYNGR1	56083	protein-coding	22q13.1	6945
9146	HGS	11687	protein-coding	17q25	8254
9147	NEMF	41434	protein-coding	14q22	8230
9148	NEURL1	41451	protein-coding	10q25.1	4961
9149	DYRK1B	7586	protein-coding	19q13.2	3192
9150	CTDP1	5992	protein-coding	18q23	5296
9152	SLC6A5	54161	protein-coding	11p15.1	7114
9153	SLC28A2	53974	protein-coding	15q15	3298
9154	SLC28A1	53973	protein-coding	15q25.3	3696
9156	EXO1	8553	protein-coding	1q43	4140
9158	FIBP	9490	protein-coding	11q13.1	3353
9159	PCSK7	43868	protein-coding	11q23-q24	22303
9162	DGKI	6869	protein-coding	7q32.3-q33	7767
9163	AMLCR2	1025	other	16q22	NULL
9166	EBAG9	7665	protein-coding	8q23	3579
9167	COX7A2L	5598	protein-coding	2p21	4790
9168	TMSB10	57276	protein-coding	2p11.2	492
9169	SCAF11	52989	protein-coding	12q12	11761
9170	LPAR2	34906	protein-coding	19p12	2980
9172	MYOM2	40941	protein-coding	8p23.3	7062
9173	IL1RL1	13491	protein-coding	2q12	5746
9175	MAP3K13	35399	protein-coding	3q27	12623
9177	HTR3B	12680	protein-coding	11q23.1	2314
9179	AP4M1	1308	protein-coding	7q22.1	4722
9180	OSMR	43351	protein-coding	5p13.1	7174
9181	ARHGEF2	1530	protein-coding	1q21-q22	7414
9182	RASSF9	46421	protein-coding	12q21.31	1826
9183	ZW10	61587	protein-coding	11q23.2	2992
9184	BUB3	2851	protein-coding	10q26	3203
9185	REPS2	46681	protein-coding	Xp22.2	11361
9187	SLC24A1	53859	protein-coding	15q22	9084
9188	DDX21	6557	protein-coding	10q21	4711
9189	ZBED1	60595	protein-coding	Xp22.33;Yp11	4755
9191	DEDD	6610	protein-coding	1q23.3	2821
9193	SPG9	55370	unknown	10q23.3-q24.2	NULL
9194	SLC16A7	53800	protein-coding	12q13	6424
9196	KCNAB3	13994	protein-coding	17p13.1	4580
9197	SLC33A1	54017	protein-coding	3q25.31	4135
9200	HACD1	11420	protein-coding	10p12.33	2175
9201	DCLK1	6465	protein-coding	13q13	11609
9202	ZMYM4	60849	protein-coding	1p32-p34	7647
9203	ZMYM3	60848	protein-coding	Xq13.1	6964
9204	ZMYM6	60852	protein-coding	1p34.2	10389
9205	ZMYM5	60851	protein-coding	13q12	3713
9206	RAD17P2	46250	pseudo	13q14.2	1977
9207	RAD17P1	46249	pseudo	7p21	2042
9208	LRRFIP1	35069	protein-coding	2q37.3	11901
9209	LRRFIP2	35071	protein-coding	3p22.2	10674
9210	BMP15	2497	protein-coding	Xp11.2	1179
9211	LGI1	15121	protein-coding	10q24	2854
9212	AURKB	2102	protein-coding	17p13.1	2236
9213	XPR1	60454	protein-coding	1q25.1	8903
9214	FCMR	9320	protein-coding	1q32.1	2348
9215	LARGE	14918	protein-coding	22q12.3	5930
9217	VAPB	59807	protein-coding	20q13.33	10585
9218	VAPA	59806	protein-coding	18p11.22	11880
9219	MTA2	40471	protein-coding	11q12-q13.1	4236
9220	TIAF1	56790	protein-coding	17q11.2	6608
9221	NOLC1	41757	protein-coding	10q24.32	3969
9223	MAGI1	35320	protein-coding	3p14.1	11647
9227	LRAT	34931	protein-coding	4q32.1	7562
9228	DLGAP2	7025	protein-coding	8p23	10805
9229	DLGAP1	7019	protein-coding	18p11.31	12109
9230	RAB11B	46126	protein-coding	19p13.2	2470
9231	DLG5	7017	protein-coding	10q23	10365
9232	PTTG1	45974	protein-coding	5q35.1	2010
9235	IL32	13519	protein-coding	16p13.3	2924
9236	CCPG1	4130	protein-coding	15q21.1	8790
9238	TBRG4	56374	protein-coding	7p13	5803
9240	PNMA1	44809	protein-coding	14q24.3	2635
9241	NOG	41745	protein-coding	17q22	1892
9242	MSC	40402	protein-coding	8q21	2113
9244	CRLF1	5747	protein-coding	19p12	3018
9245	GCNT3	10414	protein-coding	15q21.3	4576
9246	UBE2L6	59325	protein-coding	11q12	2197
9247	GCM2	10405	protein-coding	6p23	2441
9248	GPR50	11017	protein-coding	Xq28	1951
9249	DHRS3	6893	protein-coding	1p36.1	3037
9252	RPS6KA5	52529	protein-coding	14q31-q32.1	5133
9253	NUMBL	42154	protein-coding	19q13.13-q13.2	5037
9254	CACNA2D2	3580	protein-coding	3p21.3	6319
9255	AIMP1	773	protein-coding	4q24	3328
9256	BZRAP1	2923	protein-coding	17q22	11382
9258	MFHAS1	35856	protein-coding	8p23.1	6883
9260	PDLIM7	43978	protein-coding	5q35.3	4407
9261	MAPKAPK2	35456	protein-coding	1q32	4195
9262	STK17B	55797	protein-coding	2q32.3	6227
9263	STK17A	55796	protein-coding	7p13	4943
9265	CYTH3	6343	protein-coding	7p22.1	5805
9266	CYTH2	6342	protein-coding	19q13.33	9509
9267	CYTH1	6341	protein-coding	17q25	7754
9270	ITGB1BP1	13815	protein-coding	2p25.2	6678
9271	PIWIL1	44533	protein-coding	12q24.33	5280
9274	BCL7C	2327	protein-coding	16p11	4398
9275	BCL7B	2326	protein-coding	7q11.23	3542
9276	COPB2	5447	protein-coding	3q23	7992
9277	WDR46	60238	protein-coding	6p21.3	3115
9278	ZBTB22	60625	protein-coding	6p21.3	2728
9282	MED14	35687	protein-coding	Xp11.4	9656
9283	GPR37L1	11012	protein-coding	1q32.1	2508
9284	NPIPA1	41841	protein-coding	16p13.11	NULL
9287	TAAR2	56137	protein-coding	6q24	1217
9288	TAAR3	56138	pseudo	6q23-q24	1078
9289	ADGRG1	560	protein-coding	16q21	8319
9290	GPR55	11021	protein-coding	2q37	4130
9292	GPR53P	11020	pseudo	6p21	1084
9293	GPR52	11019	protein-coding	1q24	1472
9294	S1PR2	52856	protein-coding	19p13.2	1173
9295	SRSF11	55563	protein-coding	1p31	8477
9296	ATP6V1F	2039	protein-coding	7q32	789
9297	SNORD29	54850	snoRNA	11q13	68
9298	SNORD31	54852	snoRNA	11q13	71
9299	SNORD30	54851	snoRNA	11q13	70
9300	SNORD28	54849	snoRNA	11q13	75
9301	SNORD27	54848	snoRNA	11q13	72
9302	SNORD26	54847	snoRNA	11q13	75
9303	SNORD25	54846	snoRNA	11q13	63
9304	SNORD22	54843	snoRNA	11q13	126
9306	SOCS6	55129	protein-coding	18q22.2	5984
9308	CD83	4266	protein-coding	6p23	2471
9310	ZNF235	60948	protein-coding	19q13.2	5989
9311	ASIC3	1756	protein-coding	7q35	2748
9312	KCNB2	13996	protein-coding	8q13.2	3582
9313	MMP20	39918	protein-coding	11q22.3	2551
9314	KLF4	14365	protein-coding	9q31	3539
9315	NREP	41992	protein-coding	5q22.1	9337
9317	PTER	45848	protein-coding	10p12	3998
9318	COPS2	5483	protein-coding	15q21.2	4940
9319	TRIP13	58258	protein-coding	5p15.33	3560
9320	TRIP12	58257	protein-coding	2q36.3	12594
9321	TRIP11	58256	protein-coding	14q31-q32	10372
9322	TRIP10	58255	protein-coding	19p13.3	3982
9324	HMGN3	12112	protein-coding	6q14.1	872
9325	TRIP4	58259	protein-coding	15q22.31	3135
9326	ZNHIT3	61520	protein-coding	17q12	6688
9328	GTF3C5	11290	protein-coding	9q34	3992
9329	GTF3C4	11289	protein-coding	9q34.13	9043
9330	GTF3C3	11288	protein-coding	2q33.1	7105
9331	B4GALT6	2183	protein-coding	18q11	5306
9332	CD163	4182	protein-coding	12p13.3	5813
9333	TGM5	56705	protein-coding	15q15.2	3584
9334	B4GALT5	2182	protein-coding	20q13.1-q13.2	4722
9337	CNOT8	5302	protein-coding	5q31-q33	3930
9338	TCEAL1	56410	protein-coding	Xq22.1	1602
9340	GLP2R	10654	protein-coding	17p13.3	6052
9341	VAMP3	59799	protein-coding	1p36.23	2760
9342	SNAP29	54445	protein-coding	22q11.21	4949
9343	EFTUD2	7860	protein-coding	17q21.31	10375
9344	TAOK2	56218	protein-coding	16p11.2	9058
9348	NDST3	41279	protein-coding	4q26	7009
9349	RPL23	51026	protein-coding	17q	5979
9350	CER1	4661	protein-coding	9p23-p22	1215
9351	SLC9A3R2	54197	protein-coding	16p13.3	3550
9352	TXNL1	59201	protein-coding	18q21.31	11298
9353	SLIT2	54263	protein-coding	4p15.2	9700
9354	UBE4A	59379	protein-coding	11q23.3	6576
9355	LHX2	15148	protein-coding	9q33.3	2655
9356	SLC22A6	53851	protein-coding	11q12.3	2407
9358	ITGBL1	13828	protein-coding	13q33	4090
9360	PPIG	45087	protein-coding	2q31.1	7368
9361	LONP1	34887	protein-coding	19p13.2	5085
9362	CPNE6	5647	protein-coding	14q11.2	5996
9363	RAB33A	46166	protein-coding	Xq26.1	1258
9364	RAB28	46153	protein-coding	4p15.33	2221
9365	KL	14338	protein-coding	13q12	5301
9366	RAB9BP1	46216	pseudo	5q21.2	626
9367	RAB9A	46209	protein-coding	Xp22.2	2039
9368	SLC9A3R1	54196	protein-coding	17q25.1	2315
9369	NRXN3	42022	protein-coding	14q31	11335
9370	ADIPOQ	592	protein-coding	3q27	4686
9371	KIF3B	14290	protein-coding	20q11.21	6103
9372	ZFYVE9	60805	protein-coding	1p32.3	5529
9373	PLAA	44611	protein-coding	9p21	4825
9374	PPT2	45238	protein-coding	6p21.3	3092
9375	TM9SF2	56911	protein-coding	13q32.3	3885
9376	SLC22A8	53853	protein-coding	11q11	8531
9377	COX5A	5552	protein-coding	15q24.1	1411
9378	NRXN1	42020	protein-coding	2p16.3	15264
9379	NRXN2	42021	protein-coding	11q13	10580
9380	GRHPR	11104	protein-coding	9q12	6074
9381	OTOF	43375	protein-coding	2p23.1	7885
9382	COG1	5355	protein-coding	17q25.1	5065
9383	TSIX	58851	ncRNA	Xq13.2	37027
9384	COX6CP1	5579	pseudo	16p12	215
9385	COX5AP1	5553	pseudo	14q22	NULL
9386	COX7CP1	5606	pseudo	13q14-q21	192
9388	LIPG	16254	protein-coding	18q21.1	6836
9389	SLC22A14	53836	protein-coding	3p21.3	3659
9390	SLC22A13	53835	protein-coding	3p21.3	2555
9391	CIAO1	4941	protein-coding	2q11.2	4031
9392	TGFBRAP1	56693	protein-coding	2q12.1	5982
9394	HS6ST1	12469	protein-coding	2q21	4683
9397	NMT2	41697	protein-coding	10p13	5058
9398	CD101	4176	protein-coding	1p13	3771
9399	STOML1	55830	protein-coding	15q24.1	6178
9400	RECQL5	46653	protein-coding	17q25	8766
9401	RECQL4	46652	protein-coding	8q24.3	4248
9402	GRAP2	11086	protein-coding	22q13.2	6190
9403	SEP15	53301	protein-coding	1p31	2099
9404	LPXN	34930	protein-coding	11q12.1	2467
9406	ZRANB2	61543	protein-coding	1p31	4993
9407	TMPRSS11D	57261	protein-coding	4q13.2	3294
9409	PEX16	44063	protein-coding	11p11.2	3013
9410	SNRNP40	54959	protein-coding	1p35.2	4011
9411	ARHGAP29	1493	protein-coding	1p22.1	15524
9412	MED21	35704	protein-coding	12p11.23	2823
9413	FAM189A2	8834	protein-coding	9q21.11	4015
9414	TJP2	56850	protein-coding	9q13-q21	6513
9415	FADS2	8663	protein-coding	11q12.2	11026
9416	DDX23	6558	protein-coding	12q13.12	5126
9419	CRIPT	5739	protein-coding	2p21	2561
9420	CYP7B1	6330	protein-coding	8q21.3	2282
9421	HAND1	11437	protein-coding	5q33	1738
9422	ZNF264	60966	protein-coding	19q13.4	3042
9423	NTN1	42081	protein-coding	17p13.1	6431
9424	KCNK6	14064	protein-coding	19q13.1	3113
9425	CDYL	4514	protein-coding	6p25.1	4531
9426	CDY2A	4505	protein-coding	Yq11.221	2408
9427	ECEL1	7687	protein-coding	2q37.1	2972
9429	ABCG2	179	protein-coding	4q22	4848
9430	MYLKP1	40899	pseudo	3p13	1580
9431	OR7E22P	43180	pseudo	3p13	988
9432	OR7E21P	43179	pseudo	3q21.1	NULL
9435	CHST2	4924	protein-coding	3q24	3526
9436	NCR2	41226	protein-coding	6p21.1	1219
9437	NCR1	41225	protein-coding	19q13.42	1893
9439	MED23	35706	protein-coding	6q22.33-q24.1	7448
9440	MED17	35700	protein-coding	11q14	10773
9441	MED26	35709	protein-coding	19p13.11	2567
9442	MED27	35710	protein-coding	9q34.13	1823
9443	MED7	35727	protein-coding	5q33.3	2913
9444	QKI	46064	protein-coding	6q26	17368
9445	ITM2B	13840	protein-coding	13q14.3	2235
9446	GSTO1	11228	protein-coding	10q25.1	1691
9447	AIM2	772	protein-coding	1q22	2009
9448	MAP4K4	35417	protein-coding	2q11.2-q12	11918
9450	LY86	35180	protein-coding	6p25.1	1254
9451	EIF2AK3	7930	protein-coding	2p12	5434
9452	ITM2A	13839	protein-coding	Xq13.3-Xq21.2	2051
9453	GGPS1	10508	protein-coding	1q43	4633
9454	HOMER3	12306	protein-coding	19p13.11	3422
9455	HOMER2	12303	protein-coding	15q24.3	10067
9456	HOMER1	12302	protein-coding	5q14.2	6154
9457	FHL5	9484	protein-coding	6q16.1-q16.3	2135
9459	ARHGEF6	1547	protein-coding	Xq26.3	6564
9462	RASAL2	46388	protein-coding	1q24	11818
9463	PICK1	44308	protein-coding	22q13.1	4371
9464	HAND2	11438	protein-coding	4q33	3601
9465	AKAP7	828	protein-coding	6q23	4394
9466	IL27RA	13512	protein-coding	19p13.11	2677
9467	SH3BP5	53563	protein-coding	3p24.3	4159
9468	PCYT1B	43874	protein-coding	Xp22.11	5557
9469	CHST3	4925	protein-coding	10q22.1	6970
9470	EIF4E2	8017	protein-coding	2q37.1	7177
9472	AKAP6	827	protein-coding	14q12	13428
9473	THEMIS2	56748	protein-coding	1p35.3	4620
9474	ATG5	1870	protein-coding	6q21	3924
9475	ROCK2	50544	protein-coding	2p24	10133
9476	NAPSA	41095	protein-coding	19q13.33	3581
9477	MED20	35703	protein-coding	6p21.1	3278
9478	CABP1	3549	protein-coding	12q24.31	5858
9479	MAPK8IP1	35448	protein-coding	11p11.2	3498
9480	ONECUT2	42398	protein-coding	18q21.31	16235
9481	SLC25A27	53900	protein-coding	6p12.3	3366
9482	STX8	55908	protein-coding	17p12	3780
9486	CHST10	4918	protein-coding	2q11.2	4482
9487	PIGL	44332	protein-coding	17p11.2	4506
9488	PIGB	44319	protein-coding	15q21.3	4539
9489	PGS1	44185	protein-coding	17q25.3	4968
9491	PSMF1	45785	protein-coding	20p13	4718
9493	KIF23	14278	protein-coding	15q23	6375
9495	AKAP5	826	protein-coding	14q23.3	2716
9496	TBX4	56388	protein-coding	17q21-q22	3996
9497	SLC4A7	54121	protein-coding	3p22	9564
9498	SLC4A8	54122	protein-coding	12q13.13	11415
9499	MYOT	40943	protein-coding	5q31	2893
9500	MAGED1	35311	protein-coding	Xp11.23	6016
9501	RPH3AL	50604	protein-coding	17p13.3	5953
9502	XAGE2	60399	protein-coding	Xp11.22	618
9506	PAGE4	43535	protein-coding	Xp11.23	1950
9507	ADAMTS4	488	protein-coding	1q21-q23	4894
9508	ADAMTS3	487	protein-coding	4q13.3	6585
9509	ADAMTS2	485	protein-coding	5qter	7687
9510	ADAMTS1	474	protein-coding	21q21.2	6523
9512	PMPCB	44780	protein-coding	7q22.1	4835
9513	FXR2	10099	protein-coding	17p13.1	4331
9514	GAL3ST1	10212	protein-coding	22q12.2	3019
9515	STXBP5L	55916	protein-coding	3q13.33	11085
9516	LITAF	16264	protein-coding	16p13.13	4784
9517	SPTLC2	55469	protein-coding	14q24.3	9143
9518	GDF15	10439	protein-coding	19p13.11	2088
9519	TBPL1	56370	protein-coding	6q23.2	2106
9520	NPEPPS	41829	protein-coding	17q21	11517
9521	EEF1E1	7804	protein-coding	6p24.3	2107
9522	SCAMP1	52993	protein-coding	5q14.1	6842
9524	TECR	56558	protein-coding	19p13.12	5749
9525	VPS4B	60070	protein-coding	18q21.33	4315
9526	MPDU1	40018	protein-coding	17p13.1-p12	3270
9527	GOSR1	10881	protein-coding	17q11	9855
9528	TMEM59	57192	protein-coding	1p32.3	4156
9529	BAG5	2213	protein-coding	14q32.33	5271
9530	BAG4	2212	protein-coding	8p11.23	4809
9531	BAG3	2211	protein-coding	10q25.2-q26.2	2747
9532	BAG2	2210	protein-coding	6p12.1-p11.2	1974
9533	POLR1C	44879	protein-coding	6p21.1	2867
9534	ZNF254	60959	protein-coding	19p12	7408
9535	GMFG	10726	protein-coding	19q13.2	1490
9536	PTGES	45860	protein-coding	9q34.3	1896
9537	TP53I11	57460	protein-coding	11p11.2	7176
9538	EI24	7901	protein-coding	11q24	3551
9540	TP53I3	57462	protein-coding	2p23.3	2312
9541	CIR1	4992	protein-coding	2q31.1	3209
9542	NRG2	41998	protein-coding	5q31.2	4544
9543	IGDCC3	12936	protein-coding	15q22.3-q23	5552
9545	RAB3D	46178	protein-coding	19p13.2	4417
9546	APBA3	1317	protein-coding	19p13.3	5556
9547	CXCL14	6108	protein-coding	5q31	1971
9550	ATP6V1G1	2040	protein-coding	9q32	1305
9551	ATP5J2	1982	protein-coding	7q22.1	2288
9552	SPAG7	55223	protein-coding	17p13.2	2831
9553	MRPL33	40135	protein-coding	2p21	1539
9554	SEC22B	53224	protein-coding	1q21.1	2356
9555	H2AFY	11389	protein-coding	5q31.1	17730
9556	C14ORF2	3029	protein-coding	14q32.33	3415
9557	CHD1L	4806	protein-coding	1q12	3370
9559	VPS26A	60051	protein-coding	10q21.1	3641
9560	CCL4L2	4074	protein-coding	17q12	2054
9562	MINPP1	36005	protein-coding	10q23	3016
9563	H6PD	11415	protein-coding	1p36	9321
